Time,Disk_Usage,,Ref_Time
1632139775,207,,2002
1632139777,0,,2004
1632139778,208,,2005
1632139780,0,,2007
1632139782,208,,2009
1632139783,0,,2010
1632139785,0,,2012
1632139787,0,,2014
1632139788,0,,2015
1632139790,0,,2017
1632139791,0,,2018
1632139793,208,,2020
1632139795,0,,2022
1632139796,206,,2023
1632139798,0,,2025
1632139800,209,,2027
1632139801,0,,2028
1632139803,210,,2030
1632139805,0,,2032
1632139806,211,,2033
1632139808,0,,2035
1632139809,209,,2036
1632139811,0,,2038
1632139813,0,,2040
1632139814,0,,2041
1632139816,0,,2043
1632139818,208,,2045
1632139819,0,,2046
1632139821,211,,2048
1632139822,0,,2049
1632139824,207,,2051
1632139826,0,,2053
1632139827,209,,2054
1632139829,0,,2056
1632139831,209,,2058
1632139832,0,,2059
1632139834,0,,2061
1632139836,0,,2063
1632139837,0,,2064
1632139839,0,,2066
1632139840,0,,2067
1632139842,0,,2069
1632139844,0,,2071
1632139845,207,,2072
1632139847,0,,2074
1632139849,210,,2076
1632139850,0,,2077
1632139852,208,,2079
1632139853,0,,2080
1632139855,209,,2082
1632139857,0,,2084
1632139858,209,,2085
1632139860,0,,2087
1632139862,0,,2089
1632139863,0,,2090
1632139865,0,,2092
1632139867,0,,2094
1632139868,0,,2095
1632139870,207,,2097
1632139871,0,,2098
1632139873,208,,2100
1632139875,0,,2102
1632139876,207,,2103
1632139878,0,,2105
1632139880,210,,2107
1632139881,0,,2108
1632139883,209,,2110
1632139885,0,,2112
1632139886,0,,2113
1632139888,0,,2115
1632139889,0,,2116
1632139891,0,,2118
1632139893,0,,2120
1632139894,208,,2121
1632139896,0,,2123
1632139898,209,,2125
1632139899,0,,2126
1632139901,208,,2128
1632139902,0,,2129
1632139904,210,,2131
1632139906,0,,2133
1632139907,0,,2134
1632139909,0,,2136
1632139911,0,,2138
1632139912,0,,2139
1632139914,0,,2141
1632139916,0,,2143
1632139917,0,,2144
1632139919,209,,2146
1632139920,0,,2147
1632139922,209,,2149
1632139924,0,,2151
1632139925,208,,2152
1632139927,0,,2154
